"id","question_id","body","created_at","updated_at","created_by","updated_by","annotation","ip_address","approval_status_id","best_answer","needs_lawyer_id","is_spam","disclaimer","answer_medium_id","answer_quality","draft"
67206,51023,"I agree with Ms. Travino.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-10 20:07:59","2010-04-05 18:33:46",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67219,51015,"I agree with Mr. Kaman.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-10 20:32:17","2010-04-05 19:24:29",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67228,51005,"I agree with Mr. Henry.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-10 20:43:20","2010-04-05 18:33:46",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67235,51001,"I agree with Mr. Wall's well written response.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-10 20:54:52","2012-04-23 23:03:09",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,1,0
67250,50985,"I agree with Mr. Garner.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-10 21:26:45","2010-04-05 19:24:29",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67259,51064,"I agree with Mr. Rorex.  Generally, if there is a written contract the rule is that the contract incorporates all the negotiations prior to signing, and no verbal agreement not contained in the written document is enforceable.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-10 21:43:20","2010-04-05 18:33:46",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67276,51047,"contact me","2009-03-11 00:00:05","2012-04-23 23:03:16",16344,59908,"-Jeannie 4/8/09","173.48.186.140",3,0,NULL,0,NULL,1,3.5,0
67277,51047,"contact me; i suggest that you consult one at a minimum.","2009-03-11 00:01:59","2012-04-23 23:03:17",16344,59908,"-Jeannie 4/8/09","173.48.186.140",3,0,NULL,0,NULL,1,3.5,0
67555,51093,"I agree with Mr. Okorocha.  Disclaimer: I am not offering legal advice. I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer.","2009-03-11 14:49:31","2012-04-23 23:03:48",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,3.5,0
67556,51039,"I agree with Mr. Gordon.  Disclaimer: I am not offering legal advice. I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer.","2009-03-11 14:52:05","2012-04-23 23:03:48",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,4.5,0
67617,51335,"I agree with Mr. Okorocha.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 16:51:25","2009-04-08 18:20:53",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67618,51334,"I agree with Mr. Okorocha.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 16:52:30","2010-04-05 18:33:48",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67640,51355,"I agree with Mrs. Gould-Saltman's well written response.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 17:22:57","2010-04-05 19:25:46",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67721,51365,"I agree with Mr. Bailey.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 20:24:56","2010-04-05 18:33:50",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67744,51409,"I agree with Ms. Golant.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 21:05:43","2012-04-23 23:04:16",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,1,0
67750,51411,"I agree with Ms. Golant, and would suggest you speak to a personal injury/wrongful death attorney.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 21:11:54","2012-04-23 23:04:18",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,2,0
67787,50800,"I agree with Mr. Butler.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 21:55:09","2010-04-05 18:33:51",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67788,50133,"I agree with the prior contributors.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 21:56:29","2010-04-05 18:33:51",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
67790,49612,"I agree with Mr. Swanson.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 21:57:54","2012-04-23 23:04:22",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,1,0
67805,51138,"I agree with Mr. Henry.  Disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-11 22:17:58","2012-04-23 23:04:24",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,2,0
68052,45169,"Please call my office @ 800.300.0001.  We offer a FREE detailed case evaluation and consultation on all auto accident cases.  As one of California's Leading Law Firms, we take great pride in giving prospective clients great advice and thus I need to gather a few more facts to effectively help you.  I look forward to your call.             -Attorney Emery Ledger","2009-03-12 15:40:03","2012-04-23 23:05:09",83268,83268,"not an answer, Jeannie 3/226/09","67.109.55.161",3,0,NULL,0,NULL,1,4.5,0
68053,45169,"Please call my office @ 800.300.0001.  We offer a FREE detailed case evaluation and consultation on all auto accident cases.  As one of California's Leading Law Firms, we take great pride in giving prospective clients great advice and thus I need to gather a few more facts to effectively help you.  I look forward to your call.             -Attorney Emery Ledger","2009-03-12 15:40:03","2012-04-23 23:05:08",83268,83268,"not an answer, Jeannie 3/26/09","67.109.55.161",3,0,NULL,0,NULL,1,4.5,0
68054,50755,"Please call my office @ 800.300.0001.  We offer a FREE detailed case evaluation and consultation on all auto accident cases.  As one of California's Leading Law Firms, we take great pride in giving prospective clients great advice and thus I need to gather a few more facts to effectively help you.  I look forward to your call.             -Attorney Emery Ledger","2009-03-12 15:40:49","2012-04-23 23:05:08",83268,83268,"not an answer, but more of an ad.  -Jeannie 3/26/09","67.109.55.161",3,0,NULL,0,NULL,1,1,0
68055,44851,"Please call my office @ 800.300.0001.  We offer a FREE detailed case evaluation and consultation on all auto accident cases.  As one of California's Leading Law Firms, we take great pride in giving prospective clients great advice and thus I need to gather a few more facts to effectively help you.  I look forward to your call.             -Attorney Emery Ledger","2009-03-12 15:41:35","2012-04-23 23:05:09",83268,43419,"not an answer, Jeannie 3/26/09","67.109.55.161",3,0,NULL,0,NULL,1,1,0
68313,51720,"I agree with Mr. Mues' excellent response.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 08:09:08","2012-04-23 23:05:37",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,3.5,0
68323,51644,"I agree with Mr. Okorocha.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 08:35:55","2012-04-23 23:05:40",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,3.5,0
68324,51624,"I agree with Ms. Schmitz.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 08:42:55","2012-04-23 23:05:40",71175,59908,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,3.5,0
68393,51901,"Ask your attorney.","2009-03-13 13:52:05","2012-04-23 23:05:55",7523,9667,"-Jeannie 4/9/09","72.179.186.41",3,0,NULL,0,NULL,1,4.5,0
68468,51901,"I agree with Ms. Henley.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 17:19:10","2012-04-23 23:06:08",71175,9667,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,1,0
68478,51900,"I agree with Mr. Waggoner and Mr. Epifanio. You need to retain an attorney.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 17:36:54","2010-04-05 18:33:54",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68488,51894,"I agree with Mr. Baez.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 18:04:56","2012-04-23 23:06:12",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,1,0
68490,51893,"I agree with Mr. Phillips.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 18:06:37","2010-04-05 18:33:54",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68497,51885,"I agree with Mr. Sarno.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 18:30:38","2009-04-09 13:32:44",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68507,51878,"I agree with Mr. Kaman.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 19:11:13","2010-04-05 19:22:36",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68517,51869,"I agree with Mr. Baez.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 20:06:12","2010-04-05 18:33:54",71175,9667,"-Jeannie 4/8/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68518,51867,"I agree with Mr. Garner.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 20:11:42","2010-04-05 18:33:54",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68540,51991,"I agree with Mr. Kutulakis.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 22:12:01","2010-04-05 18:33:54",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68541,51989,"I agree with Ms. Henley's excellent response.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 22:16:16","2010-04-05 18:33:54",71175,41192,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68558,51973,"No.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 22:49:45","2010-04-05 18:33:54",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68560,51971,"I agree with Mr. Klisz.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 22:55:19","2010-04-05 18:33:54",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68583,52014,"I agree with Ms. Golant.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 23:36:48","2010-04-05 18:33:54",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68584,52011,"I cannot agree with Ms. Golant more.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 23:40:39","2010-04-05 18:33:54",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68585,52009,"I agree with Mr. Garner.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-13 23:43:05","2010-04-05 18:33:54",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68762,52130,"I concur with Mr. Dale.  My standard disclaimer: I am not offering legal advice, assume I do not know the law in your state and that I am just making suggestions for starting points for when you do speak with an attorney. Do NOT rely on anything I write and contact a lawyer in your area immediately after reading my posting.","2009-03-14 16:45:37","2012-04-23 23:07:02",5322,16100,"-Jeannie 4/9/09","76.173.212.240",3,0,NULL,0,NULL,1,5.5,0
68863,52168,"I agree with Ms. Golant.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-15 00:22:57","2010-04-05 18:33:55",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68864,52166,"I agree with Ms. Golant.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-15 00:25:58","2010-04-05 18:33:55",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68867,52162,"I agree with Ms. O'Connor.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-15 00:54:25","2010-04-05 19:22:37",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68873,52143,"Mr. Okorocha is correct.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-15 01:37:44","2009-04-09 13:37:49",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
68874,52140,"I agree with Mr. Garner and Mr. Okorocha.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. I attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-15 01:42:24","2010-04-05 18:33:55",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
69147,52383,"I agree with Ms. Trevino.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. We attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-15 23:36:23","2010-04-05 19:22:38",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
69148,52380,"I agree with Ms. Brewer.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. We attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-15 23:39:12","2010-04-05 18:33:56",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
69425,52457,"I agree with Mr. Sarno.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. We attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-16 17:34:29","2012-04-23 23:08:59",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,3.5,0
69429,52686,"I agree with Mr. Fernandez.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. We attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-16 17:40:45","2010-04-05 19:21:45",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
69486,52720,"I agree with Ms. Golant.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. We attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-16 20:12:07","2010-04-05 19:22:40",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
69534,52721,"I agree with Ms. Golant.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. We attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-16 21:42:32","2010-04-05 19:22:40",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
69535,52717,"I agree with the prior contributors.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. We attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-16 21:45:26","2010-04-05 19:22:40",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,0,0
69825,52800,"I agree with Mr. Rowe.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. We attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-17 18:38:17","2012-04-23 23:10:10",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,3.5,0
69826,52764,"I agree with the prior contributors.  This answer is made available by the lawyer for educational purposes only. It is also to give you general information and a general understanding of the law. This website is not intended to give you specific legal advice. By using or participating in this site you understand that there is no attorney client privilege between you and the attorney responding. This site should not be used as a substitute for competent legal advice from a licensed professional attorney in your state. We attempt to provide quality information, but the law changes frequently and varies from jurisdiction to jurisdiction. The information and materials provided are general in nature, and may not apply to a specific factual or legal circumstance.","2009-03-17 18:39:56","2012-04-23 23:10:10",71175,59908,"-Jeannie 4/9/09","71.74.225.28",3,0,NULL,0,NULL,1,3.5,0
